protein1,protein2,combined_score
9606.ENSP00000388107,9606.ENSP00000477613,949
9606.ENSP00000388107,9606.ENSP00000345837,962
9606.ENSP00000388107,9606.ENSP00000333277,943
9606.ENSP00000388107,9606.ENSP00000264033,948
9606.ENSP00000388107,9606.ENSP00000415536,716
9606.ENSP00000388107,9606.ENSP00000260947,953
9606.ENSP00000388107,9606.ENSP00000478877,993
9606.ENSP00000388107,9606.ENSP00000424827,975
9606.ENSP00000388107,9606.ENSP00000369996,940
9606.ENSP00000388107,9606.ENSP00000369217,909
9606.ENSP00000388107,9606.ENSP00000307889,999
9606.ENSP00000388107,9606.ENSP00000314004,949
9606.ENSP00000388107,9606.ENSP00000289528,911
9606.ENSP00000388107,9606.ENSP00000357565,979
9606.ENSP00000388107,9606.ENSP00000345957,999
9606.ENSP00000388107,9606.ENSP00000321744,962
9606.ENSP00000388107,9606.ENSP00000427802,885
9606.ENSP00000388107,9606.ENSP00000362578,896
9606.ENSP00000388107,9606.ENSP00000355865,998
9606.ENSP00000388107,9606.ENSP00000447001,999
9606.ENSP00000388107,9606.ENSP00000374455,915
9606.ENSP00000388107,9606.ENSP00000494697,999
9606.ENSP00000388107,9606.ENSP00000339795,997
9606.ENSP00000388107,9606.ENSP00000352264,900
9606.ENSP00000388107,9606.ENSP00000326981,958
9606.ENSP00000388107,9606.ENSP00000261769,898
9606.ENSP00000388107,9606.ENSP00000409832,784
9606.ENSP00000388107,9606.ENSP00000476136,963
9606.ENSP00000388107,9606.ENSP00000264972,814
9606.ENSP00000388107,9606.ENSP00000414359,961
9606.ENSP00000388107,9606.ENSP00000483484,980
9606.ENSP00000388107,9606.ENSP00000384952,954
9606.ENSP00000388107,9606.ENSP00000331019,989
9606.ENSP00000388107,9606.ENSP00000311083,909
9606.ENSP00000388107,9606.ENSP00000496250,999
9606.ENSP00000388107,9606.ENSP00000414321,999
9606.ENSP00000388107,9606.ENSP00000343479,914
9606.ENSP00000388107,9606.ENSP00000349722,865
9606.ENSP00000388107,9606.ENSP00000482431,936
9606.ENSP00000388107,9606.ENSP00000454786,981
9606.ENSP00000388107,9606.ENSP00000367022,962
9606.ENSP00000388107,9606.ENSP00000308897,842
9606.ENSP00000388107,9606.ENSP00000417142,857
9606.ENSP00000388107,9606.ENSP00000484789,864
9606.ENSP00000388107,9606.ENSP00000262306,710
9606.ENSP00000388107,9606.ENSP00000496832,840
9606.ENSP00000388107,9606.ENSP00000261497,859
9606.ENSP00000388107,9606.ENSP00000379721,954
9606.ENSP00000388107,9606.ENSP00000346437,706
9606.ENSP00000388107,9606.ENSP00000339001,836
9606.ENSP00000388107,9606.ENSP00000376055,905
9606.ENSP00000388107,9606.ENSP00000474725,719
9606.ENSP00000388107,9606.ENSP00000352516,934
9606.ENSP00000388107,9606.ENSP00000463784,997
9606.ENSP00000388107,9606.ENSP00000369757,999
9606.ENSP00000388107,9606.ENSP00000257548,980
9606.ENSP00000388107,9606.ENSP00000484658,939
9606.ENSP00000388107,9606.ENSP00000356981,949
9606.ENSP00000388107,9606.ENSP00000254730,908
9606.ENSP00000388107,9606.ENSP00000261712,943
9606.ENSP00000388107,9606.ENSP00000400906,805
9606.ENSP00000388107,9606.ENSP00000369965,891
9606.ENSP00000388107,9606.ENSP00000350512,743
9606.ENSP00000388107,9606.ENSP00000379888,999
9606.ENSP00000388107,9606.ENSP00000341885,999
9606.ENSP00000388107,9606.ENSP00000305230,835
9606.ENSP00000388107,9606.ENSP00000466010,999
9606.ENSP00000388107,9606.ENSP00000346080,930
9606.ENSP00000388107,9606.ENSP00000383199,976
9606.ENSP00000388107,9606.ENSP00000433623,959
9606.ENSP00000388107,9606.ENSP00000489317,916
9606.ENSP00000388107,9606.ENSP00000282344,924
9606.ENSP00000388107,9606.ENSP00000292574,933
9606.ENSP00000388107,9606.ENSP00000423333,754
9606.ENSP00000388107,9606.ENSP00000392025,966
9606.ENSP00000388107,9606.ENSP00000427130,797
9606.ENSP00000388107,9606.ENSP00000418082,999
9606.ENSP00000388107,9606.ENSP00000351446,882
9606.ENSP00000388107,9606.ENSP00000492441,993
9606.ENSP00000388107,9606.ENSP00000377640,999
9606.ENSP00000388107,9606.ENSP00000490263,908
9606.ENSP00000388107,9606.ENSP00000434024,941
9606.ENSP00000388107,9606.ENSP00000262584,999
9606.ENSP00000388107,9606.ENSP00000157812,935
9606.ENSP00000388107,9606.ENSP00000364965,810
9606.ENSP00000388107,9606.ENSP00000474253,786
9606.ENSP00000388107,9606.ENSP00000384214,784
9606.ENSP00000388107,9606.ENSP00000328023,800
9606.ENSP00000388107,9606.ENSP00000348056,756
9606.ENSP00000388107,9606.ENSP00000481029,934
9606.ENSP00000388107,9606.ENSP00000354621,733
9606.ENSP00000388107,9606.ENSP00000429374,999
9606.ENSP00000388107,9606.ENSP00000353741,898
9606.ENSP00000388107,9606.ENSP00000287647,948
9606.ENSP00000388107,9606.ENSP00000310572,966
9606.ENSP00000388107,9606.ENSP00000413697,903
9606.ENSP00000388107,9606.ENSP00000463842,994
9606.ENSP00000388107,9606.ENSP00000483631,754
9606.ENSP00000388107,9606.ENSP00000389103,999
9606.ENSP00000388107,9606.ENSP00000300651,977
9606.ENSP00000388107,9606.ENSP00000366962,916
9606.ENSP00000388107,9606.ENSP00000363559,976
9606.ENSP00000388107,9606.ENSP00000478783,807
9606.ENSP00000388107,9606.ENSP00000435096,999
9606.ENSP00000388107,9606.ENSP00000351589,960
9606.ENSP00000388107,9606.ENSP00000307567,768
9606.ENSP00000388107,9606.ENSP00000453015,799
9606.ENSP00000388107,9606.ENSP00000360613,806
9606.ENSP00000388107,9606.ENSP00000468956,943
9606.ENSP00000388107,9606.ENSP00000290649,939
9606.ENSP00000388107,9606.ENSP00000363018,995
9606.ENSP00000388107,9606.ENSP00000377015,947
9606.ENSP00000388107,9606.ENSP00000401980,910
9606.ENSP00000388107,9606.ENSP00000443017,864
9606.ENSP00000388107,9606.ENSP00000339063,960
9606.ENSP00000388107,9606.ENSP00000324124,777
9606.ENSP00000388107,9606.ENSP00000472985,999
9606.ENSP00000388107,9606.ENSP00000264639,927
9606.ENSP00000388107,9606.ENSP00000369681,705
9606.ENSP00000388107,9606.ENSP00000374552,900
9606.ENSP00000388107,9606.ENSP00000360242,896
9606.ENSP00000388107,9606.ENSP00000223321,931
9606.ENSP00000388107,9606.ENSP00000261601,985
9606.ENSP00000388107,9606.ENSP00000428223,996
9606.ENSP00000388107,9606.ENSP00000320898,951
9606.ENSP00000388107,9606.ENSP00000472469,999
9606.ENSP00000388107,9606.ENSP00000316176,997
9606.ENSP00000388107,9606.ENSP00000348089,951
9606.ENSP00000388107,9606.ENSP00000302886,963
9606.ENSP00000388107,9606.ENSP00000259605,932
9606.ENSP00000388107,9606.ENSP00000311430,999
9606.ENSP00000388107,9606.ENSP00000216225,961
9606.ENSP00000388107,9606.ENSP00000495273,999
9606.ENSP00000388107,9606.ENSP00000362744,998
9606.ENSP00000388107,9606.ENSP00000481486,864
9606.ENSP00000388107,9606.ENSP00000357876,994
9606.ENSP00000388107,9606.ENSP00000246802,846
9606.ENSP00000388107,9606.ENSP00000394331,778
9606.ENSP00000388107,9606.ENSP00000346037,999
9606.ENSP00000388107,9606.ENSP00000391211,937
9606.ENSP00000388107,9606.ENSP00000356150,952
9606.ENSP00000388107,9606.ENSP00000203664,975
9606.ENSP00000388107,9606.ENSP00000244537,935
9606.ENSP00000388107,9606.ENSP00000359910,934
9606.ENSP00000388107,9606.ENSP00000313007,780
9606.ENSP00000388107,9606.ENSP00000462729,938
9606.ENSP00000388107,9606.ENSP00000365804,940
9606.ENSP00000388107,9606.ENSP00000429986,854
9606.ENSP00000388107,9606.ENSP00000498819,712
9606.ENSP00000388107,9606.ENSP00000243253,874
9606.ENSP00000388107,9606.ENSP00000367440,900
9606.ENSP00000388107,9606.ENSP00000247668,717
9606.ENSP00000388107,9606.ENSP00000342889,951
9606.ENSP00000388107,9606.ENSP00000358474,702
9606.ENSP00000388107,9606.ENSP00000262519,786
9606.ENSP00000388107,9606.ENSP00000354669,926
9606.ENSP00000388107,9606.ENSP00000254436,947
9606.ENSP00000388107,9606.ENSP00000332194,778
9606.ENSP00000388107,9606.ENSP00000370208,924
9606.ENSP00000388107,9606.ENSP00000267884,830
9606.ENSP00000388107,9606.ENSP00000258955,978
9606.ENSP00000388107,9606.ENSP00000331901,863
9606.ENSP00000388107,9606.ENSP00000328059,932
9606.ENSP00000388107,9606.ENSP00000415434,779
9606.ENSP00000388107,9606.ENSP00000376500,719
9606.ENSP00000388107,9606.ENSP00000428085,999
9606.ENSP00000388107,9606.ENSP00000498019,999
9606.ENSP00000388107,9606.ENSP00000358674,736
9606.ENSP00000388107,9606.ENSP00000478771,999
9606.ENSP00000388107,9606.ENSP00000356426,947
9606.ENSP00000388107,9606.ENSP00000478303,728
9606.ENSP00000388107,9606.ENSP00000366974,865
9606.ENSP00000388107,9606.ENSP00000371141,784
9606.ENSP00000388107,9606.ENSP00000457703,965
9606.ENSP00000388107,9606.ENSP00000428209,982
9606.ENSP00000388107,9606.ENSP00000295822,937
9606.ENSP00000388107,9606.ENSP00000333283,706
9606.ENSP00000388107,9606.ENSP00000430598,706
9606.ENSP00000388107,9606.ENSP00000295770,786
9606.ENSP00000388107,9606.ENSP00000303373,963
9606.ENSP00000388107,9606.ENSP00000384477,750
9606.ENSP00000388107,9606.ENSP00000343526,963
9606.ENSP00000388107,9606.ENSP00000009530,973
9606.ENSP00000388107,9606.ENSP00000377633,723
9606.ENSP00000388107,9606.ENSP00000367034,870
9606.ENSP00000388107,9606.ENSP00000258428,949
9606.ENSP00000388107,9606.ENSP00000420714,948
9606.ENSP00000388107,9606.ENSP00000341280,804
9606.ENSP00000388107,9606.ENSP00000371475,947
9606.ENSP00000388107,9606.ENSP00000245539,935
9606.ENSP00000388107,9606.ENSP00000156084,904
9606.ENSP00000388107,9606.ENSP00000229769,979
9606.ENSP00000388107,9606.ENSP00000362334,948
9606.ENSP00000388107,9606.ENSP00000346012,994
9606.ENSP00000388107,9606.ENSP00000303709,796
9606.ENSP00000388107,9606.ENSP00000379339,999
9606.ENSP00000388107,9606.ENSP00000369213,939
9606.ENSP00000388107,9606.ENSP00000362208,954
9606.ENSP00000388107,9606.ENSP00000264834,910
9606.ENSP00000388107,9606.ENSP00000366999,939
9606.ENSP00000388107,9606.ENSP00000370125,904
9606.ENSP00000388107,9606.ENSP00000250495,983
9606.ENSP00000388107,9606.ENSP00000426503,952
9606.ENSP00000388107,9606.ENSP00000448035,908
9606.ENSP00000388107,9606.ENSP00000481380,904
9606.ENSP00000388107,9606.ENSP00000346027,999
9606.ENSP00000388107,9606.ENSP00000380921,948
9606.ENSP00000388107,9606.ENSP00000436786,856
9606.ENSP00000388107,9606.ENSP00000389356,965
9606.ENSP00000388107,9606.ENSP00000229268,970
9606.ENSP00000388107,9606.ENSP00000379506,999
9606.ENSP00000388107,9606.ENSP00000462355,864
9606.ENSP00000388107,9606.ENSP00000364204,981
9606.ENSP00000388107,9606.ENSP00000264552,976
9606.ENSP00000388107,9606.ENSP00000430706,929
9606.ENSP00000388107,9606.ENSP00000307940,998
9606.ENSP00000388107,9606.ENSP00000268712,720
9606.ENSP00000388107,9606.ENSP00000247219,726
9606.ENSP00000388107,9606.ENSP00000261303,960
9606.ENSP00000388107,9606.ENSP00000421926,971
9606.ENSP00000388107,9606.ENSP00000480826,939
9606.ENSP00000388107,9606.ENSP00000386541,972
9606.ENSP00000388107,9606.ENSP00000355228,905
9606.ENSP00000388107,9606.ENSP00000496695,942
9606.ENSP00000388107,9606.ENSP00000416249,784
9606.ENSP00000388107,9606.ENSP00000424870,829
9606.ENSP00000388107,9606.ENSP00000230354,717
9606.ENSP00000388107,9606.ENSP00000222247,999
9606.ENSP00000388107,9606.ENSP00000320171,750
9606.ENSP00000388107,9606.ENSP00000348849,999
9606.ENSP00000388107,9606.ENSP00000479461,864
9606.ENSP00000388107,9606.ENSP00000312066,831
9606.ENSP00000388107,9606.ENSP00000482538,936
9606.ENSP00000388107,9606.ENSP00000366819,985
9606.ENSP00000388107,9606.ENSP00000264263,816
9606.ENSP00000388107,9606.ENSP00000309474,940
9606.ENSP00000388107,9606.ENSP00000251968,976
9606.ENSP00000388107,9606.ENSP00000287156,994
9606.ENSP00000388107,9606.ENSP00000258149,967
9606.ENSP00000388107,9606.ENSP00000354340,711
9606.ENSP00000388107,9606.ENSP00000466214,706
9606.ENSP00000388107,9606.ENSP00000274606,775
9606.ENSP00000388107,9606.ENSP00000260187,960
9606.ENSP00000388107,9606.ENSP00000274242,999
9606.ENSP00000388107,9606.ENSP00000296577,817
9606.ENSP00000388107,9606.ENSP00000498497,712
9606.ENSP00000388107,9606.ENSP00000397103,784
9606.ENSP00000388107,9606.ENSP00000299424,719
9606.ENSP00000388107,9606.ENSP00000053468,951
9606.ENSP00000388107,9606.ENSP00000495672,999
9606.ENSP00000388107,9606.ENSP00000331201,750
9606.ENSP00000388107,9606.ENSP00000298310,800
9606.ENSP00000388107,9606.ENSP00000228872,947
9606.ENSP00000388107,9606.ENSP00000289371,806
9606.ENSP00000388107,9606.ENSP00000410746,955
9606.ENSP00000388107,9606.ENSP00000499044,999
9606.ENSP00000388107,9606.ENSP00000343535,993
9606.ENSP00000388107,9606.ENSP00000323889,947
9606.ENSP00000388107,9606.ENSP00000452763,999
9606.ENSP00000388107,9606.ENSP00000216455,940
9606.ENSP00000388107,9606.ENSP00000381840,798
9606.ENSP00000388107,9606.ENSP00000345917,810
9606.ENSP00000388107,9606.ENSP00000346001,996
9606.ENSP00000388107,9606.ENSP00000490225,945
9606.ENSP00000388107,9606.ENSP00000274311,866
9606.ENSP00000388107,9606.ENSP00000451261,731
9606.ENSP00000388107,9606.ENSP00000469613,988
9606.ENSP00000388107,9606.ENSP00000498255,760
9606.ENSP00000388107,9606.ENSP00000386717,999
9606.ENSP00000388107,9606.ENSP00000258821,811
9606.ENSP00000388107,9606.ENSP00000484841,939
9606.ENSP00000388107,9606.ENSP00000495128,817
9606.ENSP00000388107,9606.ENSP00000360992,968
9606.ENSP00000388107,9606.ENSP00000360116,732
9606.ENSP00000388107,9606.ENSP00000358160,939
9606.ENSP00000388107,9606.ENSP00000359206,905
9606.ENSP00000388107,9606.ENSP00000255631,857
9606.ENSP00000388107,9606.ENSP00000284274,916
9606.ENSP00000388107,9606.ENSP00000441543,999
9606.ENSP00000388107,9606.ENSP00000215071,936
9606.ENSP00000388107,9606.ENSP00000467024,984
9606.ENSP00000388107,9606.ENSP00000250784,996
9606.ENSP00000388107,9606.ENSP00000323687,779
9606.ENSP00000388107,9606.ENSP00000462667,864
9606.ENSP00000388107,9606.ENSP00000456218,752
9606.ENSP00000388107,9606.ENSP00000379931,792
9606.ENSP00000388107,9606.ENSP00000483688,955
9606.ENSP00000388107,9606.ENSP00000484998,962
9606.ENSP00000388107,9606.ENSP00000451818,831
9606.ENSP00000388107,9606.ENSP00000295900,701
9606.ENSP00000388107,9606.ENSP00000358151,962
9606.ENSP00000388107,9606.ENSP00000216797,952
9606.ENSP00000388107,9606.ENSP00000223641,915
9606.ENSP00000388107,9606.ENSP00000454746,907
9606.ENSP00000388107,9606.ENSP00000265339,788
9606.ENSP00000388107,9606.ENSP00000494957,839
9606.ENSP00000388107,9606.ENSP00000231524,907
9606.ENSP00000388107,9606.ENSP00000352069,744
9606.ENSP00000388107,9606.ENSP00000292586,975
9606.ENSP00000388107,9606.ENSP00000270625,999
9606.ENSP00000388107,9606.ENSP00000481570,938
9606.ENSP00000388107,9606.ENSP00000352119,936
9606.ENSP00000388107,9606.ENSP00000354525,956
9606.ENSP00000388107,9606.ENSP00000438788,968
9606.ENSP00000388107,9606.ENSP00000261479,950
9606.ENSP00000388107,9606.ENSP00000280377,899
9606.ENSP00000388107,9606.ENSP00000396937,929
9606.ENSP00000388107,9606.ENSP00000499200,712
9606.ENSP00000388107,9606.ENSP00000360850,861
9606.ENSP00000388107,9606.ENSP00000278572,999
9606.ENSP00000388107,9606.ENSP00000344166,950
9606.ENSP00000388107,9606.ENSP00000484095,940
9606.ENSP00000388107,9606.ENSP00000379228,733
9606.ENSP00000388107,9606.ENSP00000268661,953
9606.ENSP00000388107,9606.ENSP00000388337,883
9606.ENSP00000388107,9606.ENSP00000444596,900
9606.ENSP00000388107,9606.ENSP00000380460,904
9606.ENSP00000388107,9606.ENSP00000348442,944
9606.ENSP00000388107,9606.ENSP00000266970,900
9606.ENSP00000388107,9606.ENSP00000264926,949
9606.ENSP00000388107,9606.ENSP00000483825,806
9606.ENSP00000388107,9606.ENSP00000216037,800
9606.ENSP00000388107,9606.ENSP00000272317,999
9606.ENSP00000388107,9606.ENSP00000385415,784
9606.ENSP00000388107,9606.ENSP00000346050,999
9606.ENSP00000388107,9606.ENSP00000348838,765
9606.ENSP00000388107,9606.ENSP00000300151,856
9606.ENSP00000388107,9606.ENSP00000336702,984
9606.ENSP00000388107,9606.ENSP00000304102,702
9606.ENSP00000388107,9606.ENSP00000435777,999
9606.ENSP00000388107,9606.ENSP00000454370,859
9606.ENSP00000388107,9606.ENSP00000475814,938
9606.ENSP00000388107,9606.ENSP00000431040,926
9606.ENSP00000388107,9606.ENSP00000224073,872
9606.ENSP00000388107,9606.ENSP00000416429,999
9606.ENSP00000388107,9606.ENSP00000449328,999
9606.ENSP00000388107,9606.ENSP00000231487,954
9606.ENSP00000388107,9606.ENSP00000402849,756
9606.ENSP00000388107,9606.ENSP00000497271,902
9606.ENSP00000388107,9606.ENSP00000358994,900
9606.ENSP00000388107,9606.ENSP00000371117,784
9606.ENSP00000388107,9606.ENSP00000268206,961
9606.ENSP00000388107,9606.ENSP00000479106,864
9606.ENSP00000388107,9606.ENSP00000367299,956
9606.ENSP00000388107,9606.ENSP00000260443,870
9606.ENSP00000388107,9606.ENSP00000381717,986
9606.ENSP00000388107,9606.ENSP00000444357,978
9606.ENSP00000388107,9606.ENSP00000354201,729
9606.ENSP00000388107,9606.ENSP00000431822,999
9606.ENSP00000388107,9606.ENSP00000217169,900
9606.ENSP00000388107,9606.ENSP00000370950,927
9606.ENSP00000388107,9606.ENSP00000356811,853
9606.ENSP00000388107,9606.ENSP00000263228,983
9606.ENSP00000388107,9606.ENSP00000404375,997
9606.ENSP00000388107,9606.ENSP00000490086,757
9606.ENSP00000388107,9606.ENSP00000398131,903
9606.ENSP00000388107,9606.ENSP00000358154,942
9606.ENSP00000388107,9606.ENSP00000261427,993
9606.ENSP00000388107,9606.ENSP00000300648,848
9606.ENSP00000388107,9606.ENSP00000358155,977
9606.ENSP00000388107,9606.ENSP00000464813,999
9606.ENSP00000388107,9606.ENSP00000294189,999
9606.ENSP00000388107,9606.ENSP00000346088,990
9606.ENSP00000388107,9606.ENSP00000438085,903
9606.ENSP00000388107,9606.ENSP00000219313,938
9606.ENSP00000388107,9606.ENSP00000262193,943
9606.ENSP00000388107,9606.ENSP00000417559,899
9606.ENSP00000388107,9606.ENSP00000477781,935
9606.ENSP00000388107,9606.ENSP00000331487,980
9606.ENSP00000388107,9606.ENSP00000318944,967
9606.ENSP00000388107,9606.ENSP00000345195,978
9606.ENSP00000388107,9606.ENSP00000463379,991
9606.ENSP00000388107,9606.ENSP00000263202,778
9606.ENSP00000388107,9606.ENSP00000298283,995
9606.ENSP00000388107,9606.ENSP00000375730,999
9606.ENSP00000388107,9606.ENSP00000355315,995
9606.ENSP00000388107,9606.ENSP00000419449,748
9606.ENSP00000388107,9606.ENSP00000309830,999
9606.ENSP00000388107,9606.ENSP00000384018,731
9606.ENSP00000388107,9606.ENSP00000484638,939
9606.ENSP00000388107,9606.ENSP00000274255,902
9606.ENSP00000388107,9606.ENSP00000355890,757
9606.ENSP00000388107,9606.ENSP00000491969,797
9606.ENSP00000388107,9606.ENSP00000310129,990
9606.ENSP00000388107,9606.ENSP00000481697,954
9606.ENSP00000388107,9606.ENSP00000296674,999
9606.ENSP00000388107,9606.ENSP00000315017,937
9606.ENSP00000388107,9606.ENSP00000326813,948
9606.ENSP00000388107,9606.ENSP00000348565,759
9606.ENSP00000388107,9606.ENSP00000386655,963
9606.ENSP00000388107,9606.ENSP00000375632,999
9606.ENSP00000388107,9606.ENSP00000272418,939
9606.ENSP00000388107,9606.ENSP00000262435,976
9606.ENSP00000388107,9606.ENSP00000284440,982
9606.ENSP00000388107,9606.ENSP00000427793,974
9606.ENSP00000388107,9606.ENSP00000366798,911
9606.ENSP00000388107,9606.ENSP00000306788,907
9606.ENSP00000388107,9606.ENSP00000376472,786
9606.ENSP00000388107,9606.ENSP00000366746,964
9606.ENSP00000388107,9606.ENSP00000437125,787
9606.ENSP00000388107,9606.ENSP00000306906,702
9606.ENSP00000388107,9606.ENSP00000363019,985
9606.ENSP00000388107,9606.ENSP00000483283,939
9606.ENSP00000388107,9606.ENSP00000318646,995
9606.ENSP00000388107,9606.ENSP00000352676,914
9606.ENSP00000388107,9606.ENSP00000395590,977
9606.ENSP00000388107,9606.ENSP00000407818,944
9606.ENSP00000388107,9606.ENSP00000340648,936
9606.ENSP00000388107,9606.ENSP00000480960,864
9606.ENSP00000388107,9606.ENSP00000349274,858
9606.ENSP00000388107,9606.ENSP00000452885,916
9606.ENSP00000388107,9606.ENSP00000385479,946
9606.ENSP00000388107,9606.ENSP00000479794,864
9606.ENSP00000388107,9606.ENSP00000263925,904
9606.ENSP00000388107,9606.ENSP00000381577,968
9606.ENSP00000388107,9606.ENSP00000044462,943
9606.ENSP00000388107,9606.ENSP00000365576,959
9606.ENSP00000388107,9606.ENSP00000410059,890
9606.ENSP00000388107,9606.ENSP00000271308,950
9606.ENSP00000388107,9606.ENSP00000473623,806
9606.ENSP00000388107,9606.ENSP00000315112,947
9606.ENSP00000388107,9606.ENSP00000354739,999
9606.ENSP00000388107,9606.ENSP00000431240,999
9606.ENSP00000388107,9606.ENSP00000383949,741
9606.ENSP00000388107,9606.ENSP00000392094,818
9606.ENSP00000388107,9606.ENSP00000385958,999
9606.ENSP00000388107,9606.ENSP00000352627,936
9606.ENSP00000388107,9606.ENSP00000309538,795
9606.ENSP00000388183,9606.ENSP00000364649,919
9606.ENSP00000388183,9606.ENSP00000264932,955
9606.ENSP00000388183,9606.ENSP00000356953,870
9606.ENSP00000388183,9606.ENSP00000262030,709
9606.ENSP00000388183,9606.ENSP00000392709,800
9606.ENSP00000388183,9606.ENSP00000356972,861
9606.ENSP00000388183,9606.ENSP00000381736,817
9606.ENSP00000388183,9606.ENSP00000497587,762
9606.ENSP00000388337,9606.ENSP00000272317,872
9606.ENSP00000388337,9606.ENSP00000216037,842
9606.ENSP00000388337,9606.ENSP00000388107,883
9606.ENSP00000388566,9606.ENSP00000448165,720
9606.ENSP00000388631,9606.ENSP00000370744,909
9606.ENSP00000388631,9606.ENSP00000363435,921
9606.ENSP00000388631,9606.ENSP00000244007,706
9606.ENSP00000388631,9606.ENSP00000306253,920
9606.ENSP00000388806,9606.ENSP00000256383,903
9606.ENSP00000388910,9606.ENSP00000419081,729
9606.ENSP00000388910,9606.ENSP00000304643,729
9606.ENSP00000388910,9606.ENSP00000315299,728
9606.ENSP00000388910,9606.ENSP00000369689,728
9606.ENSP00000388910,9606.ENSP00000291295,719
9606.ENSP00000389060,9606.ENSP00000414359,737
9606.ENSP00000389103,9606.ENSP00000391211,706
9606.ENSP00000389103,9606.ENSP00000157812,706
9606.ENSP00000389103,9606.ENSP00000310572,740
9606.ENSP00000389103,9606.ENSP00000290299,870
9606.ENSP00000389103,9606.ENSP00000388107,999
9606.ENSP00000389103,9606.ENSP00000339001,845
9606.ENSP00000389103,9606.ENSP00000349142,944
9606.ENSP00000389103,9606.ENSP00000381736,978
9606.ENSP00000389103,9606.ENSP00000216037,803
9606.ENSP00000389103,9606.ENSP00000272317,999
9606.ENSP00000389103,9606.ENSP00000256383,933
9606.ENSP00000389140,9606.ENSP00000330237,973
9606.ENSP00000389140,9606.ENSP00000244007,904
9606.ENSP00000389140,9606.ENSP00000311032,932
9606.ENSP00000389160,9606.ENSP00000377033,770
9606.ENSP00000389160,9606.ENSP00000203407,969
9606.ENSP00000389160,9606.ENSP00000346196,999
9606.ENSP00000389160,9606.ENSP00000263578,912
9606.ENSP00000389160,9606.ENSP00000330737,999
9606.ENSP00000389160,9606.ENSP00000419087,996
9606.ENSP00000389160,9606.ENSP00000309565,964
9606.ENSP00000389160,9606.ENSP00000268668,999
9606.ENSP00000389160,9606.ENSP00000467262,990
9606.ENSP00000389160,9606.ENSP00000261584,807
9606.ENSP00000389160,9606.ENSP00000356972,999
9606.ENSP00000389160,9606.ENSP00000362058,999
9606.ENSP00000389160,9606.ENSP00000332887,999
9606.ENSP00000389160,9606.ENSP00000312618,717
9606.ENSP00000389160,9606.ENSP00000252102,999
9606.ENSP00000389160,9606.ENSP00000430494,977
9606.ENSP00000389160,9606.ENSP00000354982,854
9606.ENSP00000389160,9606.ENSP00000362873,999
9606.ENSP00000389160,9606.ENSP00000466818,945
9606.ENSP00000389160,9606.ENSP00000315774,999
9606.ENSP00000389160,9606.ENSP00000270517,800
9606.ENSP00000389160,9606.ENSP00000252711,999
9606.ENSP00000389160,9606.ENSP00000364649,827
9606.ENSP00000389160,9606.ENSP00000358272,932
9606.ENSP00000389160,9606.ENSP00000274137,999
9606.ENSP00000389160,9606.ENSP00000418803,713
9606.ENSP00000389160,9606.ENSP00000369176,999
9606.ENSP00000389160,9606.ENSP00000482543,999
9606.ENSP00000389160,9606.ENSP00000276062,999
9606.ENSP00000389160,9606.ENSP00000287490,913
9606.ENSP00000389160,9606.ENSP00000478766,838
9606.ENSP00000389160,9606.ENSP00000299166,999
9606.ENSP00000389160,9606.ENSP00000292475,824
9606.ENSP00000389160,9606.ENSP00000425759,954
9606.ENSP00000389160,9606.ENSP00000184266,999
9606.ENSP00000389160,9606.ENSP00000215375,772
9606.ENSP00000389160,9606.ENSP00000292907,899
9606.ENSP00000389160,9606.ENSP00000417142,999
9606.ENSP00000389160,9606.ENSP00000483888,997
9606.ENSP00000389160,9606.ENSP00000233627,999
9606.ENSP00000389160,9606.ENSP00000266544,999
9606.ENSP00000389160,9606.ENSP00000359098,718
9606.ENSP00000389160,9606.ENSP00000354813,999
9606.ENSP00000389160,9606.ENSP00000441126,997
9606.ENSP00000389160,9606.ENSP00000301457,999
9606.ENSP00000389160,9606.ENSP00000323076,929
9606.ENSP00000389160,9606.ENSP00000429707,785
9606.ENSP00000389160,9606.ENSP00000296684,999
9606.ENSP00000389160,9606.ENSP00000260361,976
9606.ENSP00000389160,9606.ENSP00000457513,937
9606.ENSP00000389160,9606.ENSP00000317780,921
9606.ENSP00000389160,9606.ENSP00000327268,999
9606.ENSP00000389160,9606.ENSP00000317159,960
9606.ENSP00000389160,9606.ENSP00000458770,999
9606.ENSP00000389160,9606.ENSP00000392709,999
9606.ENSP00000389160,9606.ENSP00000351737,783
9606.ENSP00000389160,9606.ENSP00000268379,914
9606.ENSP00000389160,9606.ENSP00000215565,999
9606.ENSP00000389160,9606.ENSP00000229379,737
9606.ENSP00000389160,9606.ENSP00000407336,999
9606.ENSP00000389160,9606.ENSP00000360492,999
9606.ENSP00000389160,9606.ENSP00000354554,930
9606.ENSP00000389160,9606.ENSP00000354665,993
9606.ENSP00000389160,9606.ENSP00000497474,956
9606.ENSP00000389160,9606.ENSP00000276689,999
9606.ENSP00000389160,9606.ENSP00000258424,993
9606.ENSP00000389160,9606.ENSP00000418438,999
9606.ENSP00000389160,9606.ENSP00000354728,984
9606.ENSP00000389160,9606.ENSP00000497587,999
9606.ENSP00000389160,9606.ENSP00000367346,851
9606.ENSP00000389160,9606.ENSP00000263774,999
9606.ENSP00000389160,9606.ENSP00000367939,997
